;Timestamp;ML;IR;Stat;DB;Gender;Chocolate;Stand up;Rand;Bedtime;Good day (1);Good day (2);Stress level;Program;Day;Month;Year;Neighbours;Money
15;4/1/2019 16:01:04;yes;0;mu;nee;male;neither;no;11;2:00;Work;Good sleep;10;ECONOMETRICS;4.0;4.0;1996.0;11.0;50.0
16;4/1/2019 16:01:04;no;0;mu;nee;male;fat;no;5;5 am;If i went to the gym;Healthy food;0;ECONOMETRICS;3.0;3.0;1994.0;6.0;30.0
17;4/1/2019 16:01:06;yes;1;mu;ja;male;fat;no;17;22;Sun;Football;17;BA;17.0;5.0;1994.0;7.0;30.0
18;4/1/2019 16:01:09;yes;1;mu;ja;male;fat;yes;7;24:00;Sunshine;Good meals;40;BIOINFORMATICS;;;;3.0;50.0
19;4/1/2019 16:01:13;yes;0;mu;ja;female;neither;no;7;23:00;Sun;Good food;20;BA;27.0;12.0;1996.0;1.0;100.0
20;4/1/2019 16:01:13;yes;0;mu;ja;female;fat;no;2;21;Horses;Chocolate;12;BIOINFORMATICS;18.0;10.0;1996.0;2.0;100.0
21;4/1/2019 16:01:13;no;1;mu;nee;female;slim;no;6;01:03;Sun;Nice food;2;AI;21.0;8.0;1995.0;3.0;100.0
22;4/1/2019 16:01:13;no;0;mu;ja;male;fat;no;888;18:00;good news;very good news;63;AI;10.0;6.0;;4.0;0.0
23;4/1/2019 16:01:14;yes;1;mu;ja;female;fat;no;2;00:00;Sunshine;Nice food;0;AI;9.0;8.0;1996.0;1.0;10.0
24;4/1/2019 16:01:15;yes;1;mu;ja;male;neither;no;0251656723;2:30 am;Sun;Relaxing;0;AI;24.0;2.0;1994.0;1.0;100.0
25;4/1/2019 16:01:16;yes;0;mu;nee;male;neither;no;17572857155648217566617584166;01:00;Sea;Weather;98;BIOINFORMATICS;4.0;6.0;;0.0;0.01
26;4/1/2019 16:01:16;yes;0;mu;ja;female;slim;no;6;1 AM;Sunshine;Holiday;20;AI;1.0;1.0;1993.0;5.0;5.0
27;4/1/2019 16:01:17;no;0;mu;nee;female;neither;no;9;23:30;Sunshine;Vacation;10;CS;29.0;3.0;;1.0;0.25
28;4/1/2019 16:01:17;yes;1;mu;ja;female;slim;no;579659987878648768;22:30;Tony chocolonely toffee pretzel donkere melk of peanutbutter Ben and Jerry's ;Cuddling with dogs ;3;BIOINFORMATICS;6.0;11.0;1996.0;2.0;100.0
29;4/1/2019 16:01:17;yes;0;mu;nee;male;I have no idea what you are talking about;no;9;22:00;Sun;Summer;5;BA;11.0;8.0;;2.0;50.0
30;4/1/2019 16:01:18;yes;0;sigma;nee;unknown;neither;no;8;23;Being around friends;Figuring something out;99;MASTERS COMPUATIONAL SCIENCE;15.0;10.0;1990.0;4.0;0.0
31;4/1/2019 16:01:18;yes;1;mu;ja;male;fat;no;2;00:45;Friends;Good Food;22;MA DATA SCIENCE (UVA);3.0;11.0;1991.0;5.0;3.5
32;4/1/2019 16:01:24;yes;0;mu;nee;unknown;neither;no;6546498975632.3202156845312.0124653120;1.30 pm ;weed;lovely people ;0;BIOINFORMATICS;15.0;7.0;1995.0;1.0;10.0
33;4/1/2019 16:01:25;no;0;mu;nee;male;I have no idea what you are talking about;no;9;12;Going for a run;Having sex;40;QUANTITATIVE RISK MANAGEMENT ;4.0;4.0;1988.0;10.0;60.0
34;4/1/2019 16:01:25;yes;1;mu;ja;male;fat;no;9;1:00;Food;Sex;80;QRM;25.0;5.0;1995.0;2.0;1.0
35;4/1/2019 16:01:25;no;0;mu;nee;male;I have no idea what you are talking about;no;5;2;Food;People;60;CS;5.0;12.0;;6.0;5.0
36;4/1/2019 16:01:27;yes;0;mu;nee;female;I have no idea what you are talking about;no;12;01:00;Sun;Food;-10;BIOSB;12.0;12.0;1995.0;2.0;20.0
37;4/1/2019 16:01:28;no;0;mu;nee;male;I have no idea what you are talking about;no;7;01:00;Nice weather;No stress;0;ECONOMETRICS;2.0;5.0;;469.0;100.0
38;4/1/2019 16:01:29;yes;1;mu;ja;female;fat;no;8;21:00;No lectures and work;Food;20;BA;3.0;1.0;;10.0;10.0
39;4/1/2019 16:01:29;no;0;mu;nee;female;slim;no;5;2:00;sunshine;friends;110;AI;13.0;7.0;1995.0;1.0;10.0
40;4/1/2019 16:01:29;no;1;mu;ja;female;fat;no;5,83;01:30;Good conversation;Being with friends ;60;CLS;3.0;12.0;;4.0;0.0
41;4/1/2019 16:01:29;yes;0;mu;ja;male;fat;no;7;1;laughing;smiling;15;BIOINFORMATICS;7.0;4.0;1995.0;5.0;0.21
42;4/1/2019 16:01:29;yes;1;mu;ja;male;neither;no;1;23:30;Gym;Enough sleep;30;BA;23.0;2.0;1997.0;4.0;15.0
43;4/1/2019 16:01:29;yes;1;mu;ja;female;neither;no;46743222;21;sunshine;sports;25;AI;30.0;3.0;1995.0;8.0;60.0
44;4/1/2019 16:01:29;no;0;mu;nee;male;I have no idea what you are talking about;no;3;22:30;Food;Sunshine;33;CS;9.0;3.0;1994.0;4.0;0.2
45;4/1/2019 16:01:29;yes;1;mu;nee;male;neither;no;6483920484627;3:00;Vim;Emacs;10;CS;27.0;4.0;1994.0;4.0;100.0
46;4/1/2019 16:01:30;yes;0;mu;nee;male;neither;no;4;01:00;A lot of sleep;Coffee;Over 9000;BIOINFORMATICS;11.0;5.0;1996.0;0.0;1.0
47;4/1/2019 16:01:31;yes;0;mu;nee;male;neither;no;3,14;23:00;Enough sleep;Sunshine;50;UVA MSC INFORMATION STUDIES: DATA SCIENCE;13.0;9.0;1995.0;6.0;85.0
48;4/1/2019 16:01:31;no;0;sigma;nee;male;neither;no;3;11;Sport;Food;15;CS;23.0;1.0;1994.0;3.0;3.0
49;4/1/2019 16:01:31;yes;1;mu;ja;male;unknown;no;777777777;1:00;Food;Sex;-50;MSCS;;;;3.0;0.21
50;4/1/2019 16:01:31;yes;1;mu;ja;male;neither;no;5587458772588865;I didnt;Sun;Food;Ten;M AI;;;;3.0;100.0
51;4/1/2019 16:01:33;yes;1;mu;ja;male;neither;no;8,5;02:40;The weather;Amount of work needed to be done;0;AI;19.0;12.0;1995.0;1.0;15.0
52;4/1/2019 16:01:33;yes;1;sigma;ja;female;neither;no;7;1 am;Travel;Party;20;CS;4.0;12.0;1993.0;7.0;90.0
53;4/1/2019 16:01:33;yes;0;mu;ja;female;fat;no;1212;12:30;Friends & family;Sports;30;AI;12.0;12.0;1995.0;6.0;5.0
54;4/1/2019 16:01:34;no;0;mu;nee;male;I have no idea what you are talking about;no;27;01:00;Weather;Good food;99,9;ECONOMETRICS;23.0;8.0;1992.0;3921.0;91.0
55;4/1/2019 16:01:34;no;0;mu;nee;male;fat;unknown;4. 83636354;2,03;Good food;Warm weather;30;EOR;4.0;4.0;1996.0;0.0;2.0
56;4/1/2019 16:01:34;no;0;mu;nee;male;fat;no;9;23:00;Sun;Food;69;MASTER DIGITAL BUSINESS AND INNOVATION;22.0;7.0;1995.0;2.0;33.33
57;4/1/2019 16:01:34;yes;0;mu;ja;male;neither;no;69;23:30;Sun;Good food;10;CS;11.0;2.0;1996.0;2.0;100.0
58;4/1/2019 16:01:34;yes;0;mu;ja;male;I have no idea what you are talking about;no;7;24;A nice meal;Sleep late;0;BA;26.0;5.0;1997.0;7.0;100.0
59;4/1/2019 16:01:35;yes;0;sigma;nee;male;I have no idea what you are talking about;no;6;23:30;Activities;People;20;AI;2.0;12.0;1992.0;1.0;0.4
60;4/1/2019 16:01:35;yes;1;mu;ja;male;fat;no;3,14159265359;4:25AM;Surprise money;Surprise presents;99;CS;14.0;4.0;;4.0;50.0
61;4/1/2019 16:01:35;yes;1;mu;ja;male;I have no idea what you are talking about;no;7;1;No hangover;Sleep;15;AI;13.0;5.0;;2.0;0.21
62;4/1/2019 16:01:36;yes;0;mu;nee;female;fat;no;8;23:00;Working out;Meeting with friends;10;MEDICAL INFORMATICS;18.0;11.0;1995.0;2.0;10.0
63;4/1/2019 16:01:36;unknown;0;mu;nee;female;slim;no;3;2:30;Sun;Vacation;100;BA;27.0;6.0;1991.0;1.0;100.0
64;4/1/2019 16:01:36;no;0;mu;ja;female;I have no idea what you are talking about;no;7;23:30;playing volleyball;sleeping and playing more volleyball;20;BIOINFORMATICS;25.0;2.0;1993.0;5.0;20.0
65;4/1/2019 16:01:36;yes;1;mu;ja;male;fat;no;7;3:00;Good weather;Meeting my friends;7;AI;30.0;1.0;1996.0;1.0;10.0
66;4/1/2019 16:01:36;yes;1;mu;ja;male;unknown;no;1;23:30;No lectures;Waking up early;0;CS;5.0;2.0;1986.0;3.0;50.0
67;4/1/2019 16:01:36;yes;1;mu;ja;male;neither;no;96;110305pm;Beer;Sunshine;10;AI;3.0;10.0;1996.0;2.0;20.0
68;4/1/2019 16:01:37;yes;0;mu;ja;female;fat;no;2;22:30;Sun;Chocolate;75;BA;31.0;10.0;1996.0;8.0;80.0
69;4/1/2019 16:01:37;yes;0;mu;ja;male;neither;no;2;22,3;Beer;Sun;20;OPERATION RESEARCH;10.0;5.0;1996.0;7.0;0.0
70;4/1/2019 16:01:37;yes;0;mu;ja;unknown;I have no idea what you are talking about;no;8;3;Chocolate;Learning;37;MS;4.0;4.0;109.0;5.0;0.21
71;4/1/2019 16:01:38;yes;0;sigma;ja;male;fat;no;8;01:00;Cold beer in the sun;Sex;10;BIOINFORMATICS;18.0;7.0;1995.0;2.0;101.0
72;4/1/2019 16:01:38;no;0;mu;ja;female;fat;no;7;00;Sun;Friends;30;DBI DIGITAL BUSINESS AND INNOVATION;14.0;3.0;;2.0;80.0
73;4/1/2019 16:01:38;yes;1;mu;ja;male;neither;no;Pi;22:30;Music;Sunshine;99;BA;15.0;2.0;1994.0;1.0;99.0
74;4/1/2019 16:01:39;yes;1;mu;ja;male;neither;no;341;23h00;Gym;Free beer;40;AI;19.0;1.0;1996.0;5.0;0.0
75;4/1/2019 16:01:39;yes;0;mu;ja;female;slim;no;8;9;Chocolate;No lecture;200;CS;8.0;2.0;1997.0;400.0;50.0
76;4/1/2019 16:01:39;yes;1;mu;nee;male;neither;no;3;23:34;Sunshine;Sleeping in;0;AI;26.0;10.0;;5.0;80.0
77;4/1/2019 16:01:39;yes;1;mu;ja;female;I have no idea what you are talking about;no;7;00:00;Sun;Friends;60;AI;1.0;4.0;1997.0;3.0;10.0
78;4/1/2019 16:01:39;yes;1;mu;nee;female;unknown;no;1;23:00;Sunshine;Big breakfast;0;AI;14.0;11.0;1995.0;0.0;10.0
79;4/1/2019 16:01:40;no;0;mu;ja;female;neither;no;7;23;sun;good food ;30;AI;17.0;10.0;1996.0;5.0;200.0
80;4/1/2019 16:01:40;yes;0;mu;nee;female;neither;no;7;02:00;no stress;nice food;10;EXCHANGE STUDENT (SOCIOLOGY);5.0;9.0;1993.0;2.0;10.0
81;4/1/2019 16:01:40;yes;1;mu;nee;male;neither;no;7;12;Friends;Food;5;AI;22.0;3.0;1994.0;1.0;99.0
82;4/1/2019 16:01:40;no;0;mu;ja;male;slim;unknown;3,14;2359;Good food;Weekend;110;ECONOMETRICS;6.0;12.0;1993.0;2.0;90.0
83;4/1/2019 16:01:40;no;0;mu;nee;male;neither;no;3;02:00;Good weather ;Alcohol;68;FINANCE;4.0;12.0;1995.0;2.0;1.0
84;4/1/2019 16:01:40;yes;1;mu;ja;male;neither;no;7;3:30;Mood;Succes;60;AI;4.0;6.0;1997.0;3.0;5.0
85;4/1/2019 16:01:40;no;0;mu;nee;female;slim;no;3,5282625;23:45;Sunshine;Getting work done;Low;CS;13.0;8.0;1996.0;3.0;10.0
86;4/1/2019 16:01:40;yes;1;mu;ja;male;neither;yes;7;23:00;The sun;Don't have stress;10;AI;21.0;5.0;1995.0;2.0;25.0
87;4/1/2019 16:01:40;yes;1;mu;ja;female;I have no idea what you are talking about;no;3,14;01:30;Sunshine;Friends;15;BA;7.0;6.0;1994.0;5.0;0.25
88;4/1/2019 16:01:39;no;0;mu;nee;male;fat;no;7;1;sunny;no exams;50;MSC QRM (DHP);15.0;4.0;;2.0;0.0
89;4/1/2019 16:01:40;no;0;mu;ja;male;I have no idea what you are talking about;no;7;13;No deadlines;No stress;99;BIOINFORMATICS;26.0;6.0;;10.0;50.0
90;4/1/2019 16:01:40;yes;0;mu;ja;male;neither;no;2;23:00;Beer;Sex;80;BIOINFORMATICS;3.0;11.0;1992.0;1.0;100.0
91;4/1/2019 16:01:41;yes;0;mu;ja;female;neither;no;5;00:57;Sun;Food;75;BA;27.0;11.0;1996.0;7.0;1.0
92;4/1/2019 16:01:41;yes;1;mu;ja;female;neither;no;5;00:30;Sunshine;Coffee;55;AI;25.0;11.0;1994.0;5.0;100.0
93;4/1/2019 16:01:41;no;0;mu;nee;male;fat;no;5;12;Sunny;Passing the data mining course;0;FINANCE;27.0;1.0;1993.0;1.0;0.25
94;4/1/2019 16:01:41;yes;1;mu;ja;male;I have no idea what you are talking about;no;9;23:55;Pizza;Lot of time in bed;53;BA;10.0;9.0;1995.0;1.0;2.5
95;4/1/2019 16:01:41;yes;0;mu;nee;male;neither;no;7;12;Sun;Free;0;BA;15.0;4.0;1995.0;2.0;7.0
96;4/1/2019 16:01:41;yes;0;mu;ja;male;fat;no;6;23:30;No deadline;Party;4;BA;12.0;8.0;1996.0;2.0;5.0
97;4/1/2019 16:01:41;yes;0;mu;nee;male;fat;no;4;0:00;Chocolate ;Mathematics ;42;BA;8.0;10.0;;0.0;0.21
98;4/1/2019 16:01:41;no;0;mu;nee;male;fat;no;9;23:30;Weekend;Fun;10;ECONOMETRICS;4.0;3.0;1995.0;2.0;100.0
99;4/1/2019 16:01:41;yes;0;mu;ja;male;fat;unknown;25;12;Sex;Beer;100;BA;20.0;9.0;1995.0;3.0;50.0
100;4/1/2019 16:01:42;yes;1;mu;ja;female;neither;no;4;21:30;When I’m productive;When I feel good;20;AI;14.0;1.0;1992.0;8.0;0.0
101;4/1/2019 16:01:42;yes;0;mu;nee;male;neither;no;4;23:30;Fruitful day ;Good weather;13;ECONOMETRICS;13.0;10.0;;2.0;70.0
102;4/1/2019 16:01:42;yes;0;mu;ja;female;I have no idea what you are talking about;no;8;23:00;Sun;Sport;0;BA;21.0;10.0;1996.0;2.0;100.0
103;4/1/2019 16:01:42;no;0;mu;nee;female;fat;no;9;23:30;sun;alcohol;88;MASTER DIGITAL BUSINESS AND INNOVATION;25.0;8.0;1993.0;1.0;33.33
104;4/1/2019 16:01:42;no;0;mu;nee;female;slim;no;3;0;sunshine;good food;70;AI;31.0;1.0;1995.0;6.0;10.0
105;4/1/2019 16:01:42;yes;1;mu;ja;male;slim;no;5;23,45;sunshine;money;1;DIGITAL BUSINESS & INNOVATION;1.0;5.0;1996.0;7.0;2.0
106;4/1/2019 16:01:43;yes;0;mu;ja;male;I have no idea what you are talking about;no;7;24:00;Pizza;Sleep late;25;BA;9.0;7.0;;2.0;100.0
107;4/1/2019 16:01:43;no;0;mu;nee;male;fat;no;9;23:00;Good food;Sex;70;AI;24.0;4.0;;6.0;0.0
108;4/1/2019 16:01:43;no;0;mu;nee;female;neither;no;9;22:22;Love;Adventure;45;AI;15.0;9.0;1994.0;24.0;100.0
109;4/1/2019 16:01:43;yes;0;mu;nee;female;slim;no;8;01:00;Sunshine;Friends;50;AI;28.0;4.0;1997.0;6.0;1.0
110;4/1/2019 16:01:43;yes;1;mu;ja;male;fat;unknown;10;23:00;Finishing all the tasks;Sun ;30;AI;30.0;7.0;1997.0;1.0;2.0
111;4/1/2019 16:01:43;no;unknown;mu;ja;male;neither;no;10;01:30;Sunshine;No work;1;CS;10.0;6.0;1989.0;5.0;1.0
112;4/1/2019 16:01:43;yes;1;mu;ja;male;fat;no;7;01:00;Learning something;Finishing work;0;CLS;4.0;4.0;1995.0;7.0;100.0
113;4/1/2019 16:01:43;yes;0;mu;nee;male;neither;no;67;0:14;Good sleep;Nice people around;60;AI;15.0;9.0;1992.0;300.0;1.0
114;4/1/2019 16:01:44;no;1;mu;ja;female;fat;yes;1,25;1am;Sunshine;Coffee;10;CS;24.0;5.0;1996.0;3.0;10.0
115;4/1/2019 16:01:44;yes;1;mu;ja;female;fat;no;7;23,45;Sun;Friends;9;BA;4.0;10.0;1995.0;2.0;1.0
116;4/1/2019 16:01:45;yes;1;mu;ja;male;neither;no;2104;10:30:21 PM;Birthday;Trains on time;0;AI;7.0;8.0;1993.0;8.0;100.0
117;4/1/2019 16:01:45;no;1;sigma;nee;male;neither;no;6;3 am;Food;Weed;10;CS;1.0;4.0;;6.0;50.0
118;4/1/2019 16:01:45;yes;1;mu;ja;male;I have no idea what you are talking about;no;8;12;Sun;Beer;0;AI;24.0;9.0;;2.0;1.0
119;4/1/2019 16:01:45;yes;1;mu;nee;female;I have no idea what you are talking about;no;4;23,45;Sun;Spare time;50;AI;2.0;3.0;;5.0;5.0
120;4/1/2019 16:01:45;no;0;mu;nee;male;fat;no;7;01:00;nice food;sport;0;QUANTITATIVE RISK MANAGEMENT;16.0;1.0;1997.0;2.0;0.0
121;4/1/2019 16:01:45;yes;1;sigma;ja;female;I have no idea what you are talking about;no;8;2:00am;sun;good vibes;60;BIOINFORMATICS;11.0;6.0;1991.0;5.0;70.0
122;4/1/2019 16:01:45;no;0;mu;nee;female;I have no idea what you are talking about;no;6,78;22:12;Mind-blowing sex;Sunshine;10;MASTER HEALTH SCIENCES;4.0;10.0;1994.0;4.0;3.0
123;4/1/2019 16:01:45;no;0;mu;nee;female;neither;no;1;00:30;good food;productive;50;AI;4.0;4.0;1995.0;2.0;10.0
124;4/1/2019 16:01:45;yes;1;mu;ja;male;fat;no;3;23:30;Going to the VU;Drinking beer ;0;BA;6.0;3.0;1995.0;1.0;85.0
125;4/1/2019 16:01:45;no;0;mu;nee;male;neither;no;8;03:00;Sun;Euros;0;DIGITAL BUSINESS & INNOVATION;17.0;7.0;1995.0;2.0;50.0
